Π中間子 	パイちゅうかんし	 pion (physics)
不均衡 	ふきんこう	 imbalance (an), disparity, out of balance, inequality
不均質 	ふきんしつ	 of uneven quality (a-no), heterogenous
不埒 	ふらち	 insolence (an), misconduct, rudeness, breach of etiquette
不変性 	ふへんせい	 invariance (math) fuhensei 2  
不夜城 	ふやじょう	 nightless gay quarters, nightless city
不好き 	ぶすき	 no liking for, no interest in
不如意 	ふにょい	 contrary to one's wishes, short of money
不妊 	ふにん	 infertility, sterility, barrenness funin 2  
不妊症 	ふにんしょう	 infertility, sterility, barrenness funinshou 2  
不孝 	ふこう	 undutifulness to one's parents, lack of filial piety fukou 2  
不安 	ふあん	 anxiety (an), uneasiness, insecurity, suspense
不安の種 	ふあんのたね	 reason for concern
不安定 	ふあんてい	 instability (an), insecurity, crankiness
不安心 	ふあんしん	 uneasiness, uncertainty, anxiety, apprehension, restlessness, insecurity, suspense, fear
不安気 	ふあんげ	 uneasy (an)
不完全 	ふかんぜん	 imperfect (an), incomplete, faulty, defective
不定冠詞 	ふていかんし	 indefinite article
不定期 	ふていき	 irregular (a-no), indeterminate, tramp (steamer)
不定法 	ふていほう	 infinitive mood
不定計量空間 	ふていけいりょうくうかん	 indefinite metric space (math)
不定詞 	ふていし	 infinitive
不実 	ふじつ	 perfidiousness, faithlessness, inconstancy, insincerity, falsehood fujitsu 2  
不宣 	ふせん	 Very sincerely yours fusen 2  
不寛容 	ふかんよう	 intolerance
不寝番 	ねずばん	 sleepless vigil
不寝番 	ふしんばん	 night watch, sleepless vigil, vigilance
不審尋問 	ふしんじんもん	 questioning (by the police) (vs) fushinjimmon 2  
不導体 	ふどうたい	 nonconductor
不導性 	ふどうせい	 nonconductibility
不屈 	ふくつ	 persistence, fortitude, indomitability
不届き 	ふとどき	 rude, insolent, nefarious
不履行 	ふりこう	 default, nonperformance
不干渉 	ふかんしょう	 abstention, nonintervention, noninterference fukanshou 2  
不平 	ふへい	 complaint, discontent, dissatisfaction
不平不満 	ふへいふまん	 discontent and grumbling
不平等 	ふびょうどう	 inequality (an), unequal (treaties), unfair
不幸せ 	ふしあわせ	 unhappiness (an), misfortune fushiawase 2  
不当たり 	ふあたり	 failure, unpopularity
不当利得 	ふとうりとく	 excessive profit
不当労働行為 	ふとうろうどうこうい	 unfair labor practices
不当廉売 	ふとうれんばい	 dumping
不従順 	ふじゅうじゅん	 disobedience
不得意 	ふとくい	 one's weak point
不得手 	ふえて	 weak point, unskillfulness
不得策 	ふとくさく	 unwise plan, bad policy, inexpediency
不得要領 	ふとくようりょう	 vague, ambiguous, noncommittal
不徳 	ふとく	 lack of virtue, immorality, vice, depravity, unworthiness
不徳漢 	ふとくかん	 crook, swindler
不徹底 	ふてってい	 inconsistent, illogical, unconvincing, not thorough, indefinite, half-way
不心得 	ふこころえ	 indiscretion, imprudence
不必要 	ふひつよう	 unnecessary
不忠 	ふちゅう	 disloyalty, infidelity fuchuu 2  
不思議 	ふしぎ	 wonder (an), miracle, strange, mystery, marvel, curiosity
不思議に 	ふしぎに	 strangely, oddly, mysteriously
不急 	ふきゅう	 in no hurry, nonessential (industry) fukyuu 2  
不悉 	ふしつ	 Very Sincerely Yours (arch) fushitsu 2  
不惑 	ふわく	 past forty, following right course
不愉快 	ふゆかい	 discomfort (an), unpleasantness, disagreeableness, unhappiness
不意 	ふい	 sudden (a-no), abrupt, unexpected, unforeseen
不意打ち 	ふいうち	 surprise attack fuiuchi 2  
不意気 	ぶいき	 vulgarity, lack of refinement
不意試験 	ふいしけん	 surprise examination
不愛想 	ぶあいそう	 unsociability, brusqueness, sullenness buaisou 2  
不慣れ 	ふなれ	 inexperience (an), lack of experience funare 2  
不慮 	ふりょ	 unforeseen (a-no), accidental furyo 2  
不成立 	ふせいりつ	 failure, rejection, rupture
不成績 	ふせいせき	 poor result, bad record, failure
不戦勝 	ふせんしょう	 win without playing, unearned win
不所存 	ふしょぞん	 imprudence, indiscretion
不所存者 	ふしょぞんもの	 thoughtless person
不手回し 	ふてまわし	 poor preparation, poor arrangements
不手際 	ふてぎわ	 clumsiness (an), awkwardness, ineptitude
不才 	ふさい	 lack of talent, incompetency fusai 2  
不払い 	ふばらい	 non-payment, default
不払い 	ふはらい	 nonpayment, default
不承 	ふしょう	 dissent, disagreement, disapproval, objection, refusal fushou 2  
不承不承 	ふしょうぶしょう	 reluctantly, grudgingly, unwilling fushoubushou 2  
不承知 	ふしょうち	 dissent, disagreement, disapproval, objection, refusal
不承認 	ふしょうにん	 disapproval, dissent, veto
不承諾 	ふしょうだく	 dissent, disagreement, disapproval, objection, refusal
不抜 	ふばつ	 firm, steadfast, indomitable, unswerving, invincible
不拡大 	ふかくだい	 nonexpansion, localization, nonaggravation
不揃い 	ふそろい	 unevenness, irregularity, lack of uniformity
不揃い 	ふぞろい	 unevenness, irregularity, lack of uniformity
不換紙幣 	ふかんしへい	 unconvertible paper money, fiat money
不揮発性 	ふきはつせい	 non-volatility
不摂生 	ふせっせい	 neglect of health, intemperance fusessei 2  
不撓不屈 	ふとうふくつ	 inflexibility, tenacity, indomitableness
不敏 	ふびん	 inability, dullness, unworthiness fubin 2  
不敗 	ふはい	 invincibility fuhai 2  
不敬 	ふけい	 disrespect, irreverence, impiety, blasphemy, profanity fukei 2  
不敬罪 	ふけいざい	 lese majeste fukeizai 2  
不敬虔 	ふけいけん	 impiety, irreverence
不整 	ふせい	 irregular fusei 2  
不整合 	ふせいごう	 non-conformance, non-alignment, non-correspondence
不整脈 	ふせいみゃく	 irregular pulse, arrhythmia
不敵 	ふてき	 daring, fearless, intrepid (an), bold, tough futeki 2  
不文 	ふぶん	 unwritten, illiterate, uneducated
不文律 	ふぶんりつ	 unwritten law, unwritten rule, common law
不文明 	ふぶんめい	 indistinct, obscure
不文法 	ふぶんほう	 unwritten law, common law
不断 	ふだん	 constant (an)(a-no), persistent, unremitting, continually, constantly fudan 2  
不断着 	ふだんぎ	 casual wear, ordinary clothes, everyday clothes fudangi 2  
不日 	ひならず	 in a few days, at an early date
不明 	ふめい	 unknown (an), obscure, indistinct, uncertain, ambiguous, ignorant, lack of wisdom, unknown, anonymous, unidentified
不明朗 	ふめいろう	 unclear
不明瞭 	ふめいりょう	 dimness, obscurity, indistinctness
不明確 	ふめいかく	 indecisive
不易 	ふえき	 constancy, immutable fueki 2  
不時着 	ふじちゃく	 emergency landing
不時着陸 	ふじちゃくりく	 emergency landing
不景気 	ふけいき	 business recession, hard times, depression, gloom, sullenness, cheerlessness
不服 	ふふく	 dissatisfaction, discontent, disapproval, objection, complaint, protest, disagreement fufuku 2  
不服従 	ふふくじゅう	 insubordination, disobedience
不本意 	ふほんい	 reluctance, unwilling
不朽の名作 	ふきゅうのめいさく	 immortal work
不束 	ふつつか	 rude, inexperienced, stupid, incompetent
不束者 	ふつつかもの	 rude, incompetent or inexperienced person, ignoramus
不条理 	ふじょうり	 absurdity, irrationality, inconsistency
不格好 	ぶかっこう	 shapeless, misshapen bukakkou 2  
不案内 	ふあんない	 ignorance, inexperience, unfamiliarity
不検束 	ふけんそく	 nonrestraint
不様 	ぶざま	 unshapely (an), unsightly, unpresentable, uncouth, clumsy buzama 2  
不機嫌 	ふきげん	 pout, displeasure, ill humor, sullenness
不正乗車 	ふせいじょうしゃ	 stealing a ride
不正事件 	ふせいじけん	 scandal, bribery case, graft case
不正直 	ふしょうじき	 dishonest
不正確 	ふせいかく	 uncertainty, inaccuracy
不正行為 	ふせいこうい	 unfair practices, wrongdoing, malpractice, cheating, foul play
不正規 	ふせいき	 irregularity
不正規戦 	ふせいきせん	 unconventional warfare
不正規軍 	ふせいきぐん	 irregular forces, guerrillas
不正視 	ふせいし	 consider wrong or unjust (vs)
不死身 	ふじみ	 invulnerability, immortality, insensibility to pain
不死鳥 	ふしちょう	 phoenix bird
不毛 	ふもう	 sterile (a-no), barren, unproductive, sour
不毛の地 	ふもうのち	 deserted and desolate land
不気味 	ぶきみ	 weird (an), ominous, eerie
不決定 	ふけってい	 pending, unsettled, undecided
不決断 	ふけつだん	 irresolution, indecision, vacillation
不沙汰 	ぶさた	 silence, neglect to write, neglect to call
不況 	ふきょう	 recession, depression, slump fukyou 2  
不法 	ふほう	 lawlessness (an), injustice, illegality, unlawfulness fuhou 2  
不法侵入 	ふほうしんにゅう	 trespassing, intrusion
不法入国 	ふほうにゅうごく	 illegal entry
不法占有 	ふほうせんゆう	 unlawful detention (of shipping), unlawful occupation (of a house or land)
不法移民 	ふほういみん	 illegal immigration
不法集会 	ふほうしゅうかい	 unlawful assembly
不注意 	ふちゅうい	 carelessness (an), inattention, thoughtlessness
不活動 	ふかつどう	 inaction, lethargy
不活化 	ふかつか	 inactivity
不活性 	ふかっせい	 (chemically) inert (a-no)
不活性ガス 	ふかっせいガス	 inert gas
不活溌 	ふかっぱつ	 dull (an), slow, sluggish, quiet fukappatsu 2  
不流通 	ふりゅうつう	 nonnegotiable
不浄 	ふじょう	 uncleanliness, dirtiness, impurity, filthiness, defilement, menses, toilet, latrine fujou 2  
不浄場 	ふじょうば	 unclean place
不消化 	ふしょうか	 indigestion
不消化物 	ふしょうかぶつ	 indigestible materials
不渡り 	ふわたり	 non-payment, dishonouring (bill), bouncing (cheque)
不渡り小切手 	ふわたりこぎって	 dishonored check
不渡り手形 	ふわたりてがた	 dishonored bill
不測 	ふそく	 unexpected (a-no), unforeseen, accidental fusoku 2  
不満 	ふまん	 dissatisfaction, displeasure, discontent, complaints, unhappiness
不満足 	ふまんぞく	 dissatisfaction, displeasure, discontent
不滅 	ふめつ	 immortal (a-no), undying, indestructible
不漁 	ふりょう	 poor catch furyou 2  
不潔 	ふけつ	 unclean (an), dirty, filthy, impure
不潔感 	ふけつかん	 filthiness (an)
不熟練 	ふじゅくれん	 unskillfulness
不熱心 	ふねっしん	 indifference, lack of enthusiasm, inattentiveness
不燃 	ふねん	 incombustibility
不燃性 	ふねんせい	 non-inflammability, incombustibility (a-no)
不特定 	ふとくてい	 unspecified (an), random, indefinite
不特定多数 	ふとくていたすう	 unspecified large number (of people) (a-no)
不生産的 	ふせいさんてき	 unproductive, unfruitful
不用 	ふよう	 non-business, of no use, waste (products) fuyou 2  
不用品 	ふようひん	 disused article
不用心 	ぶようじん	 insecurity, carelessness
不用心 	ふようじん	 insecurity, carelessness
不用意 	ふようい	 unpreparedness, carelessness
不甲斐無い 	ふがいない	 spiritless, cowardly, worthless fugainai 2  
不発 	ふはつ	 misfire
不発弾 	ふはつだん	 dud, unexploded shell, unexploded bomb
不相応 	ふそうおう	 unsuited, inappropriate, improper, undeserved
不真面目 	ふまじめ	 unsteadiness, lack of sincerity
不眠 	ふみん	 sleeplessness, insomnia, wakefulness
不眠不休 	ふみんふきゅう	 without sleep or rest, day and night
不眠症 	ふみんしょう	 sleeplessness, insomnia, wakefulness
不着 	ふちゃく	 nonarrival, nondelivery fuchaku 2  
不知火 	しらぬい	 phosphorescent light
不知火 	しらぬひ	 phosphorescent light
不確か 	ふたしか	 unreliable (an), uncertain, indefinite
不確実 	ふかくじつ	 uncertain (an), unreliable, inauthentic
不磨 	ふま	 permanence, immortality
不祝儀 	ぶしゅうぎ	 unhappiness, sorrow, misfortune, disaster, accident, death
不祥事 	ふしょうじ	 scandal, deplorable event
不穏 	ふおん	 unrest, turbulence, impropriety fuon 2  
不穏分子 	ふおんぶんし	 disturbing elements
不穏当 	ふおんとう	 impropriety, inappropriateness, unfairness, unreasonableness
不穏文書 	ふおんぶんしょ	 inflammatory pamphlets
不空成就 	ふくうじょうじゅ	 Amoghasiddhi, Infallible Magic (a dhyani-Buddha)
不等辺 	ふとうへん	 unequal sides
不粋 	ぶすい	 inelegant (an), lacking in polish, unrefined, boorish busui 2  
不精 	ぶしょう	 indolence, laziness, sloth bushou 2  
